order_item_id,order_id,product_id,quantity,unit_price,discount_percent,transaction_type,quantity_abs,revenue
OI000710,O000380,P00187,2,10776.52,38.3,PURCHASE,2,13298.22568
OI000711,O000720,P00127,5,2988.98,36.7,PURCHASE,5,9460.1217
OI000712,O000549,P00161,1,18162.34,28.8,PURCHASE,1,12931.58608
OI000713,O000568,P00421,2,17270.35,2.1,PURCHASE,2,33815.34529999999
OI000714,O000447,P00034,-2,13509.2,26.0,RETURN,2,-19993.616
OI000715,O000724,P00076,1,2055.84,28.8,PURCHASE,1,1463.75808
OI000716,O000746,P00015,5,21156.11,37.7,PURCHASE,5,65901.28265000001
OI000717,O000463,P00159,5,9209.37,9.3,PURCHASE,5,41764.49295000001
OI000718,O000417,P00074,5,17647.49,34.5,PURCHASE,5,57795.52975000001
OI000719,O000773,P00184,5,29322.88,24.6,PURCHASE,5,110547.2576
OI000720,O000751,P00100,2,23234.65,39.6,PURCHASE,2,28067.4572
OI000721,O000507,P00374,1,2915.43,16.1,PURCHASE,1,2446.0457699999997
OI000722,O000418,P00196,4,10364.53,3.8,PURCHASE,4,39882.71144
OI000723,O000259,P00256,1,12102.69,9.1,PURCHASE,1,11001.345210000001
OI000724,O000348,P00232,1,709.98,24.2,PURCHASE,1,538.16484
OI000725,O000383,P00049,-2,29555.35,0.5,RETURN,2,-58815.146499999995
OI000726,O000582,P00289,3,28675.78,7.5,PURCHASE,3,79575.2895
OI000727,O000224,P00500,3,20527.11,6.2,PURCHASE,3,57763.28754
OI000728,O000452,P00362,2,24449.41,17.8,PURCHASE,2,40194.83004
OI000729,O000124,P00414,3,3322.47,27.3,PURCHASE,3,7246.30707
OI000730,O000103,P00255,2,29920.52,36.8,PURCHASE,2,37819.537280000004
OI000731,O000562,P00426,4,28325.93,26.7,PURCHASE,4,83051.62676
OI000732,O000145,P00123,4,12188.11,14.3,PURCHASE,4,41780.84108
OI000733,O000676,P00363,5,15643.33,26.5,PURCHASE,5,57489.23774999999
OI000734,O000589,P00360,5,22732.01,25.7,PURCHASE,5,84449.41715
OI000735,O000782,P00102,3,12846.94,17.4,PURCHASE,3,31834.717320000003
OI000736,O000107,P00165,5,11725.38,19.9,PURCHASE,5,46960.1469
OI000737,O000701,P00358,1,1344.81,37.9,PURCHASE,1,835.1270099999999
OI000738,O000585,P00278,2,22203.79,21.4,PURCHASE,2,34904.35788
OI000739,O000193,P00181,5,24779.29,34.9,PURCHASE,5,80656.58895
OI000740,O000183,P00261,3,1437.15,8.6,PURCHASE,3,3940.665300000001
OI000741,O000227,P00365,3,6187.89,8.3,PURCHASE,3,17022.885390000003
OI000742,O000391,P00106,1,241.69,9.6,PURCHASE,1,218.48776
OI000743,O000182,P00200,2,25149.84,1.8,PURCHASE,2,49394.28576
OI000744,O000685,P00133,4,21334.16,36.1,PURCHASE,4,54530.11296
OI000745,O000670,P00378,3,405.8,32.9,PURCHASE,3,816.8754000000001
OI000746,O000195,P00419,4,411.85,27.7,PURCHASE,4,1191.0702
OI000747,O000132,P00340,2,3519.97,6.4,PURCHASE,2,6589.3838399999995
OI000748,O000550,P00168,2,7769.32,27.2,PURCHASE,2,11312.12992
OI000749,O000550,P00147,3,7918.83,30.4,PURCHASE,3,16534.51704
OI000750,O000207,P00487,1,14989.22,5.1,PURCHASE,1,14224.769779999999
OI000751,O000112,P00058,2,11703.11,3.3,PURCHASE,2,22633.81474
OI000752,O000447,P00316,3,4368.49,23.9,PURCHASE,3,9973.26267
OI000753,O000786,P00499,2,21774.81,1.8,PURCHASE,2,42765.72684
OI000754,O000257,P00472,2,6099.41,25.8,PURCHASE,2,9051.52444
OI000755,O000299,P00259,1,18853.69,13.4,PURCHASE,1,16327.29554
OI000756,O000452,P00036,2,8705.42,6.4,PURCHASE,2,16296.54624
OI000757,O000115,P00351,1,16074.79,24.7,PURCHASE,1,12104.31687
OI000758,O000380,P00020,2,20561.07,100.0,PURCHASE,2,0.0
OI000759,O000581,P00062,2,1152.34,21.8,PURCHASE,2,1802.25976
OI000760,O000488,P00480,5,8545.81,24.6,PURCHASE,5,32217.7037
OI000761,O000700,P00252,5,29405.92,25.5,PURCHASE,5,109537.05199999998
OI000762,O000466,P00275,3,8677.22,29.2,PURCHASE,3,18430.415279999997
OI000763,O000264,P00452,2,726.02,32.2,PURCHASE,2,984.4831199999999
OI000764,O000728,P00451,5,29625.93,5.0,PURCHASE,5,140723.16749999998
OI000765,O000416,P00216,4,13624.12,38.1,PURCHASE,4,33733.32112
OI000766,O000682,P00205,2,6256.86,8.7,PURCHASE,2,11425.02636
OI000767,O000747,P00338,5,13954.94,34.5,PURCHASE,5,45702.4285
OI000768,O000315,P00110,4,3348.64,26.1,PURCHASE,4,9898.57984
OI000769,O000794,P00446,5,6062.35,13.5,PURCHASE,5,26219.66375
OI000770,O000530,P00222,2,812.68,8.3,PURCHASE,2,1490.45512
OI000771,O000764,P00349,5,19273.02,23.0,PURCHASE,5,74201.12700000001
OI000772,O000325,P00240,2,4003.6,37.3,PURCHASE,2,5020.5144
OI000773,O000628,P00272,1,23630.17,3.4,PURCHASE,1,22826.744219999997
OI000774,O000055,P00170,1,27063.93,8.1,PURCHASE,1,24871.75167
OI000775,O000068,P00186,5,17545.11,33.1,PURCHASE,5,58688.39295000001
OI000776,O000297,P00156,1,4878.39,35.2,PURCHASE,1,3161.19672
OI000777,O000634,P00210,2,18897.61,28.0,PURCHASE,2,27212.558399999998
OI000778,O000256,P00500,1,4484.72,17.8,PURCHASE,1,3686.43984
OI000779,O000391,P00243,4,23037.43,23.4,PURCHASE,4,70586.68552
OI000780,O000452,P00300,5,26830.24,38.8,PURCHASE,5,82100.53440000002
OI000781,O000348,P00044,3,4134.81,12.0,PURCHASE,3,10915.8984
OI000782,O000685,P00101,3,23804.18,31.5,PURCHASE,3,48917.589900000006
OI000783,O000507,P00009,5,12590.39,6.8,PURCHASE,5,58671.217399999994
OI000784,O000287,P00267,1,27183.92,2.1,PURCHASE,1,26613.057679999998
OI000785,O000460,P00222,3,22524.93,30.4,PURCHASE,3,47032.05384
OI000786,O000565,P00017,2,27803.7,0.4,PURCHASE,2,55384.9704
OI000787,O000205,P00464,4,1175.9,26.9,PURCHASE,4,3438.331600000001
OI000788,O000525,P00438,4,10329.65,37.7,PURCHASE,4,25741.4878
OI000789,O000501,P00145,3,13551.24,26.9,PURCHASE,3,29717.869320000005
OI000790,O000522,P00459,-1,3942.92,30.5,RETURN,1,-2740.3294
OI000791,O000067,P00079,5,23388.41,34.5,PURCHASE,5,76597.04275000001
OI000792,O000350,P00446,5,17524.37,38.6,PURCHASE,5,53799.815899999994
OI000793,O000339,P00403,1,1779.38,5.5,PURCHASE,1,1681.5141
OI000794,O000191,P00047,-1,23768.62,9.3,RETURN,1,-21558.13834
OI000795,O000329,P00321,5,24544.77,28.3,PURCHASE,5,87993.00045
OI000796,O000481,P00148,5,1931.86,7.4,PURCHASE,5,8944.511799999998
OI000797,O000203,P00135,2,17305.48,7.6,PURCHASE,2,31980.52704
OI000798,O000193,P00096,3,6908.69,15.8,PURCHASE,3,17451.35094
OI000799,O000423,P00260,3,7603.4,13.8,PURCHASE,3,19662.392399999997
OI000801,O000441,P00041,-4,22353.63,3.5,RETURN,4,-86285.01180000001
OI000802,O000371,P00358,5,2069.78,10.5,PURCHASE,5,9262.265500000001
OI000803,O000761,P00416,4,9077.39,19.6,PURCHASE,4,29192.88624
OI000804,O000234,P00301,2,10651.56,18.6,PURCHASE,2,17340.73968
OI000805,O000413,P00238,4,4348.28,30.0,PURCHASE,4,12175.184
OI000806,O000143,P00404,3,26120.49,6.0,PURCHASE,3,73659.7818
OI000807,O000678,P00464,2,28386.68,8.7,PURCHASE,2,51834.07768
OI000808,O000278,P00173,-2,11827.73,12.1,RETURN,2,-20793.14934
OI000809,O000234,P00098,4,15024.19,17.4,PURCHASE,4,49639.923760000005
OI000810,O000682,P00031,3,2100.49,12.9,PURCHASE,3,5488.58037
OI000811,O000241,P00266,4,12548.73,0.5,PURCHASE,4,49943.9454
OI000812,O000646,P00160,5,3743.24,5.2,PURCHASE,5,17742.957599999998
OI000813,O000706,P00443,2,29115.88,2.5,PURCHASE,2,56775.966
OI000814,O000215,P00484,3,27313.37,36.1,PURCHASE,3,52359.73029
OI000815,O000488,P00403,3,17358.87,13.2,PURCHASE,3,45202.49748
OI000816,O000330,P00401,5,6944.91,23.7,PURCHASE,5,26494.831650000004
OI000817,O000501,P00289,4,9472.46,35.2,PURCHASE,4,24552.616319999994
OI000818,O000330,P00042,5,18117.73,35.6,PURCHASE,5,58339.09059999999
OI000819,O000461,P00200,2,8358.69,5.7,PURCHASE,2,15764.48934
OI000820,O000253,P00115,1,24762.62,19.3,PURCHASE,1,19983.434339999996
OI000821,O000328,P00249,3,16135.67,33.0,PURCHASE,3,32432.696699999997
OI000822,O000612,P00310,1,1910.83,35.4,PURCHASE,1,1234.39618
OI000823,O000255,P00405,4,24575.74,0.4,PURCHASE,4,97909.74816
OI000824,O000026,P00015,4,14001.69,36.4,PURCHASE,4,35620.299360000005
OI000825,O000569,P00081,5,9491.2,37.5,PURCHASE,5,29660.0
OI000826,O000622,P00233,3,3943.22,38.2,PURCHASE,3,7310.72988
OI000827,O000566,P00245,3,24970.95,15.0,PURCHASE,3,63675.9225
OI000828,O000332,P00203,2,25098.59,1.4,PURCHASE,2,49494.41948
OI000829,O000583,P00021,5,21546.38,5.3,PURCHASE,5,102022.1093
OI000830,O000156,P00053,5,21444.23,3.7,PURCHASE,5,103253.96745
OI000831,O000084,P00212,3,14824.43,21.8,PURCHASE,3,34778.11278
OI000832,O000406,P00356,2,2775.26,8.3,PURCHASE,2,5089.826840000001
OI000833,O000268,P00117,2,20537.31,1.0,PURCHASE,2,40663.8738
OI000834,O000491,P00022,1,7056.7,6.1,PURCHASE,1,6626.241300000001
OI000835,O000331,P00199,-4,22989.55,19.7,RETURN,4,-73842.43460000001
OI000836,O000564,P00035,1,1176.57,9.2,PURCHASE,1,1068.32556
OI000837,O000083,P00298,3,24888.2,15.9,PURCHASE,3,62792.9286
OI000839,O000201,P00168,3,19548.83,18.1,PURCHASE,3,48031.47531
OI000840,O000688,P00263,4,3469.54,15.5,PURCHASE,4,11727.045199999999
OI000841,O000211,P00103,5,9028.43,27.6,PURCHASE,5,32682.9166
OI000842,O000311,P00185,4,18820.92,22.7,PURCHASE,4,58194.28464
OI000843,O000524,P00013,-3,24904.66,34.4,RETURN,3,-49012.37088
OI000844,O000398,P00369,3,11783.56,30.2,PURCHASE,3,24674.77464
OI000845,O000612,P00147,2,3307.12,0.0,PURCHASE,2,6614.24
OI000846,O000012,P00485,3,9173.05,15.3,PURCHASE,3,23308.720049999996
OI000847,O000055,P00189,2,29131.11,29.7,PURCHASE,2,40958.34066
OI000848,O000670,P00012,3,26965.8,12.1,PURCHASE,3,71108.8146
OI000849,O000210,P00062,1,27968.09,7.0,PURCHASE,1,26010.323699999997
OI000850,O000467,P00446,5,8266.72,0.9,PURCHASE,5,40961.5976
OI000851,O000709,P00079,2,20372.78,1.2,PURCHASE,2,40256.61328
OI000852,O000423,P00090,1,1416.61,2.5,PURCHASE,1,1381.1947499999999
OI000853,O000289,P00369,4,8091.8,26.8,PURCHASE,4,23692.7904
OI000854,O000707,P00230,1,1419.28,22.5,PURCHASE,1,1099.942
OI000855,O000720,P00251,2,22301.53,11.5,PURCHASE,2,39473.708099999996
OI000856,O000484,P00279,2,27064.44,29.0,PURCHASE,2,38431.504799999995
OI000857,O000655,P00178,4,12113.2,18.7,PURCHASE,4,39392.1264
OI000858,O000689,P00385,4,12293.99,38.5,PURCHASE,4,30243.215399999997
OI000859,O000141,P00171,3,13577.99,21.6,PURCHASE,3,31935.432480000003
OI000860,O000352,P00260,2,16252.31,33.3,PURCHASE,2,21680.58154
OI000861,O000143,P00418,2,11950.87,32.9,PURCHASE,2,16038.067540000002
OI000862,O000558,P00022,5,220.81,37.4,PURCHASE,5,691.1353
OI000863,O000233,P00351,3,9832.07,33.5,PURCHASE,3,19614.97965
OI000864,O000536,P00337,4,10598.92,16.3,PURCHASE,4,35485.18416
OI000865,O000656,P00330,4,20848.89,30.1,PURCHASE,4,58293.49644
OI000866,O000517,P00410,1,27483.73,27.8,PURCHASE,1,19843.25306
OI000867,O000311,P00423,2,2987.96,32.6,PURCHASE,2,4027.77008
OI000868,O000124,P00107,2,20446.4,2.7,PURCHASE,2,39788.6944
OI000869,O000367,P00339,-4,17967.07,13.7,RETURN,4,-62022.325639999995
OI000870,O000635,P00302,4,17840.75,27.2,PURCHASE,4,51952.263999999996
OI000871,O000360,P00016,3,25849.13,15.4,PURCHASE,3,65605.09194
OI000872,O000706,P00301,5,28478.76,27.4,PURCHASE,5,103377.8988
OI000873,O000500,P00389,1,16357.68,3.3,PURCHASE,1,15817.87656
OI000874,O000097,P00233,4,7317.22,39.4,PURCHASE,4,17736.941280000003
OI000875,O000796,P00361,4,12377.15,0.4,PURCHASE,4,49310.5656
OI000876,O000800,P00015,5,15111.97,18.5,PURCHASE,5,61581.27774999999
OI000877,O000549,P00335,1,3618.29,20.7,PURCHASE,1,2869.30397
OI000878,O000167,P00021,3,12859.27,27.5,PURCHASE,3,27968.912249999998
OI000879,O000494,P00249,-2,23294.63,32.3,RETURN,2,-31540.929020000003
OI000880,O000045,P00155,2,25980.41,23.3,PURCHASE,2,39853.94894
OI000881,O000718,P00486,1,4262.24,29.6,PURCHASE,1,3000.61696
OI000882,O000449,P00255,3,12956.21,28.3,PURCHASE,3,27868.807709999997
OI000883,O000557,P00055,4,8439.18,22.3,PURCHASE,4,26228.97144
OI000884,O000270,P00450,3,15262.7,9.7,PURCHASE,3,41346.65430000001
OI000885,O000025,P00083,1,19972.76,17.8,PURCHASE,1,16417.608719999997
OI000886,O000270,P00245,1,19722.25,23.3,PURCHASE,1,15126.96575
OI000887,O000208,P00076,3,21074.07,0.4,PURCHASE,3,62969.32116
OI000888,O000116,P00269,3,364.84,35.2,PURCHASE,3,709.2489599999999
OI000889,O000492,P00411,2,14295.31,19.1,PURCHASE,2,23129.811579999998
OI000890,O000649,P00322,5,2220.46,26.7,PURCHASE,5,8137.9859
OI000891,O000779,P00035,4,29622.12,22.6,PURCHASE,4,91710.08352
OI000892,O000641,P00186,2,12251.1,30.1,PURCHASE,2,17127.037800000002
OI000893,O000405,P00015,2,27930.32,15.6,PURCHASE,2,47146.38016
OI000894,O000767,P00465,2,28486.7,20.4,PURCHASE,2,45350.826400000005
OI000895,O000651,P00081,2,8700.07,30.9,PURCHASE,2,12023.49674
OI000896,O000068,P00288,1,23333.74,30.9,PURCHASE,1,16123.614340000002
OI000897,O000288,P00238,3,16105.2,13.1,PURCHASE,3,41986.256400000006
OI000898,O000524,P00250,4,25201.28,23.6,PURCHASE,4,77015.11168
OI000899,O000614,P00339,5,10178.55,27.7,PURCHASE,5,36795.45825
OI000900,O000632,P00324,1,8119.53,10.9,PURCHASE,1,7234.50123
OI000901,O000321,P00475,3,17023.85,13.9,PURCHASE,3,43972.60455
OI000902,O000531,P00347,4,17973.04,26.8,PURCHASE,4,52625.06112
OI000903,O000143,P00411,3,20610.79,28.5,PURCHASE,3,44210.144550000005
OI000904,O000474,P00298,5,21765.32,35.0,PURCHASE,5,70737.29000000001
OI000905,O000649,P00426,3,19459.57,19.9,PURCHASE,3,46761.346710000005
OI000906,O000278,P00478,5,10307.84,10.2,PURCHASE,5,46282.2016
OI000907,O000386,P00417,5,197.69,7.6,PURCHASE,5,913.3278000000001
OI000908,O000466,P00479,5,8385.04,22.7,PURCHASE,5,32408.179600000003
OI000909,O000438,P00322,4,14343.41,15.5,PURCHASE,4,48480.7258
OI000910,O000371,P00390,1,2201.37,4.3,PURCHASE,1,2106.71109
OI000911,O000099,P00474,4,26750.22,22.7,PURCHASE,4,82711.68024
OI000912,O000640,P00369,3,7296.34,8.8,PURCHASE,3,19962.78624
OI000913,O000566,P00182,2,16655.94,12.7,PURCHASE,2,29081.27124
OI000914,O000393,P00105,5,28638.75,3.6,PURCHASE,5,138038.775
OI000915,O000277,P00415,4,7461.17,16.3,PURCHASE,4,24979.99716
OI000916,O000178,P00470,2,194.73,26.8,PURCHASE,2,285.08472
OI000917,O000396,P00229,2,25433.74,16.3,PURCHASE,2,42576.080760000004
OI000918,O000394,P00436,5,788.5,30.6,PURCHASE,5,2736.095
OI000919,O000448,P00405,5,719.4,20.3,PURCHASE,5,2866.8089999999997
OI000920,O000211,P00191,2,18068.51,28.0,PURCHASE,2,26018.654399999996
OI000921,O000213,P00112,3,8296.84,28.6,PURCHASE,3,17771.83128
OI000922,O000481,P00492,1,16942.94,25.8,PURCHASE,1,12571.661479999999
OI000923,O000023,P00200,5,11491.03,19.6,PURCHASE,5,46193.9406
OI000924,O000092,P00224,3,8146.74,36.5,PURCHASE,3,15519.539700000001
OI000925,O000225,P00438,5,18013.25,32.4,PURCHASE,5,60884.784999999996
OI000926,O000374,P00025,2,27483.91,3.7,PURCHASE,2,52934.01066
OI000927,O000082,P00269,3,8865.27,34.3,PURCHASE,3,17473.447170000003
OI000928,O000235,P00210,3,2096.69,34.9,PURCHASE,3,4094.8355699999997
OI000929,O000759,P00091,3,28266.28,35.8,PURCHASE,3,54440.855279999996
OI000930,O000201,P00309,1,3135.16,32.7,PURCHASE,1,2109.96268
OI000931,O000474,P00284,3,4666.29,37.3,PURCHASE,3,8777.29149
OI000933,O000050,P00241,2,7333.57,24.4,PURCHASE,2,11088.357839999999
OI000934,O000474,P00126,4,3385.3,9.9,PURCHASE,4,12200.621200000001
OI000935,O000069,P00194,-2,13877.1,32.0,RETURN,2,-18872.856
OI000936,O000555,P00372,4,14051.94,25.9,PURCHASE,4,41649.95016
OI000937,O000592,P00368,4,15751.77,16.3,PURCHASE,4,52736.92596
OI000938,O000038,P00106,1,11088.29,11.9,PURCHASE,1,9768.783490000002
OI000939,O000385,P00154,-3,14667.93,30.0,RETURN,3,-30802.653
OI000940,O000769,P00076,4,23736.68,30.0,PURCHASE,4,66462.704
OI000941,O000251,P00073,1,27119.54,10.1,PURCHASE,1,24380.46646
OI000942,O000381,P00452,2,12532.42,2.1,PURCHASE,2,24538.47836
OI000943,O000104,P00152,3,14006.17,15.5,PURCHASE,3,35505.64095
OI000944,O000613,P00151,3,16593.04,1.6,PURCHASE,3,48982.65408
OI000945,O000070,P00181,3,27667.36,6.6,PURCHASE,3,77523.94271999999
OI000946,O000729,P00288,3,15334.25,25.2,PURCHASE,3,34410.057
OI000947,O000343,P00409,5,18691.0,11.4,PURCHASE,5,82801.13
OI000948,O000127,P00453,4,13058.9,20.6,PURCHASE,4,41475.0664
OI000949,O000767,P00290,5,29047.07,37.3,PURCHASE,5,91062.56445
OI000950,O000451,P00375,3,22887.05,7.9,PURCHASE,3,63236.919149999994
OI000951,O000226,P00022,1,28611.43,7.8,PURCHASE,1,26379.73846
OI000952,O000156,P00219,5,29713.75,8.4,PURCHASE,5,136088.975
OI000953,O000039,P00136,4,6650.92,36.6,PURCHASE,4,16866.73312
OI000954,O000117,P00041,4,10347.84,29.1,PURCHASE,4,29346.47424
OI000955,O000265,P00296,5,27049.65,29.7,PURCHASE,5,95079.51975
OI000956,O000160,P00342,5,8441.04,23.8,PURCHASE,5,32160.362400000005
OI000957,O000023,P00223,4,28204.21,12.0,PURCHASE,4,99278.8192
OI000958,O000053,P00488,5,25907.46,4.3,PURCHASE,5,123967.19609999999
OI000959,O000225,P00451,2,4682.42,3.9,PURCHASE,2,8999.61124
OI000960,O000761,P00205,4,9042.63,9.7,PURCHASE,4,32661.97956
OI000961,O000679,P00034,3,1801.4,16.2,PURCHASE,3,4528.7196
OI000962,O000032,P00171,3,7146.9,35.2,PURCHASE,3,13893.573599999996
OI000963,O000603,P00110,4,7129.83,9.7,PURCHASE,4,25752.94596
OI000964,O000613,P00168,5,2578.06,3.3,PURCHASE,5,12464.9201
OI000966,O000483,P00091,1,29512.66,14.7,PURCHASE,1,25174.29898
OI000967,O000366,P00342,5,5040.12,12.4,PURCHASE,5,22075.725599999998
OI000968,O000085,P00021,-5,27684.28,31.6,RETURN,5,-94680.2376
OI000969,O000503,P00056,3,18501.51,21.0,PURCHASE,3,43848.5787
OI000970,O000067,P00237,5,4806.08,31.0,PURCHASE,5,16580.976
OI000971,O000230,P00353,3,25579.48,26.6,PURCHASE,3,56326.01496
OI000972,O000368,P00488,5,19639.33,32.6,PURCHASE,5,66184.5421
OI000973,O000317,P00342,3,13892.47,28.1,PURCHASE,3,29966.057789999995
OI000974,O000121,P00076,1,3870.68,28.9,PURCHASE,1,2752.05348
OI000975,O000328,P00297,2,13116.51,4.9,PURCHASE,2,24947.60202
OI000976,O000566,P00374,5,21302.41,35.8,PURCHASE,5,68380.73610000001
OI000977,O000401,P00099,3,1038.25,34.1,PURCHASE,3,2052.62025
OI000978,O000510,P00238,4,25890.97,18.0,PURCHASE,4,84922.38160000001
OI000979,O000725,P00217,3,22570.27,34.7,PURCHASE,3,44215.15893
OI000980,O000169,P00489,3,14658.14,39.5,PURCHASE,3,26604.5241
OI000981,O000246,P00263,5,8408.08,8.1,PURCHASE,5,38635.1276
OI000982,O000010,P00324,3,24026.24,100.0,PURCHASE,3,0.0
OI000983,O000514,P00104,2,20442.64,34.3,PURCHASE,2,26861.628960000002
OI000984,O000401,P00456,5,18412.67,24.5,PURCHASE,5,69507.82925
OI000985,O000041,P00233,5,16209.89,30.2,PURCHASE,5,56572.51609999999
OI000986,O000418,P00302,1,26359.21,37.2,PURCHASE,1,16553.58388
OI000987,O000237,P00473,3,6764.7,10.6,PURCHASE,3,18142.9254
OI000988,O000235,P00343,5,8034.44,21.2,PURCHASE,5,31655.6936
OI000989,O000461,P00123,-4,1528.14,3.0,RETURN,4,-5929.1832
OI000990,O000560,P00482,-4,26069.52,29.3,RETURN,4,-73724.60256000001
OI000991,O000788,P00308,1,17447.27,21.4,PURCHASE,1,13713.554220000002
OI000992,O000241,P00474,4,9924.76,21.8,PURCHASE,4,31044.64928
OI000993,O000082,P00169,2,718.66,5.2,PURCHASE,2,1362.57936
OI000994,O000674,P00150,3,27188.04,8.2,PURCHASE,3,74875.86216
OI000995,O000296,P00159,5,19206.78,3.0,PURCHASE,5,93152.88299999999
OI000996,O000004,P00489,2,23133.15,30.3,PURCHASE,2,32247.611100000006
OI000997,O000784,P00232,3,23003.39,31.2,PURCHASE,3,47478.99696
OI000998,O000685,P00315,3,10752.15,3.7,PURCHASE,3,31062.961349999998
OI000999,O000559,P00484,3,27336.51,24.8,PURCHASE,3,61671.16656
OI001000,O000065,P00084,2,15710.39,27.6,PURCHASE,2,22748.64472
OI001001,O000776,P00324,-3,25619.84,31.7,RETURN,3,-52495.05216000001
OI001002,O000795,P00416,4,5785.3,25.5,PURCHASE,4,17240.194
OI001003,O000069,P00500,2,28020.51,31.2,PURCHASE,2,38556.22175999999
OI001004,O000330,P00329,3,1354.74,100.0,PURCHASE,3,0.0
OI001005,O000382,P00333,3,25141.82,38.8,PURCHASE,3,46160.38152
OI001006,O000099,P00305,5,3583.17,5.4,PURCHASE,5,16948.394099999998
OI001007,O000744,P00390,3,24343.8,31.4,PURCHASE,3,50099.54039999999
OI001008,O000550,P00421,4,25773.84,2.2,PURCHASE,4,100827.26208
OI001009,O000141,P00357,3,29978.49,11.2,PURCHASE,3,79862.69736
OI001010,O000544,P00187,1,22184.99,16.3,PURCHASE,1,18568.83663
OI001011,O000190,P00365,1,27949.17,24.1,PURCHASE,1,21213.420029999997
OI001012,O000098,P00500,3,9617.52,4.9,PURCHASE,3,27438.78456
OI001013,O000081,P00119,1,25259.87,22.0,PURCHASE,1,19702.6986
OI001014,O000730,P00282,5,16427.33,36.3,PURCHASE,5,52321.046050000004
OI001015,O000414,P00386,1,26351.13,3.7,PURCHASE,1,25376.13819
OI001016,O000141,P00036,1,17690.3,4.3,PURCHASE,1,16929.6171
OI001017,O000370,P00208,5,4848.33,37.6,PURCHASE,5,15126.7896
OI001018,O000343,P00087,2,17113.56,34.7,PURCHASE,2,22350.309360000003
OI001019,O000224,P00374,2,28723.02,34.6,PURCHASE,2,37569.710159999995
OI001020,O000006,P00349,5,17343.05,29.2,PURCHASE,5,61394.397
OI001021,O000244,P00031,4,20039.78,7.7,PURCHASE,4,73986.86776
OI001022,O000415,P00499,5,17392.12,10.8,PURCHASE,5,77568.85519999999
OI001023,O000724,P00216,3,14980.55,39.1,PURCHASE,3,27369.464849999997
OI001024,O000260,P00354,2,24451.94,23.2,PURCHASE,2,37558.17984
OI001025,O000729,P00021,2,22371.92,29.3,PURCHASE,2,31633.89488
OI001026,O000224,P00142,1,19590.4,28.7,PURCHASE,1,13967.955200000002
OI001027,O000110,P00175,2,4494.93,25.9,PURCHASE,2,6661.486260000001
OI001028,O000421,P00194,5,13358.01,8.1,PURCHASE,5,61380.05595
OI001029,O000362,P00097,2,28479.38,17.5,PURCHASE,2,46990.977
OI001030,O000163,P00032,1,15776.03,8.2,PURCHASE,1,14482.395540000001
OI001031,O000291,P00144,2,511.65,31.4,PURCHASE,2,701.9837999999999
OI001032,O000357,P00156,2,20684.08,11.0,PURCHASE,2,36817.6624
OI001033,O000165,P00246,2,4091.25,31.2,PURCHASE,2,5629.5599999999995
OI001034,O000565,P00261,2,21665.16,20.9,PURCHASE,2,34274.28312
OI001035,O000675,P00265,3,706.96,22.7,PURCHASE,3,1639.4402400000001
OI001036,O000290,P00130,2,20086.56,22.2,PURCHASE,2,31254.687360000004
OI001037,O000543,P00472,2,29325.81,0.1,PURCHASE,2,58592.968380000006
OI001038,O000707,P00395,5,10304.76,19.2,PURCHASE,5,41631.23040000001
OI001039,O000739,P00392,4,24157.34,23.4,PURCHASE,4,74018.08976
OI001040,O000617,P00290,5,11459.65,25.0,PURCHASE,5,42973.6875
OI001041,O000345,P00183,4,16021.33,19.7,PURCHASE,4,51460.51196
OI001042,O000707,P00040,1,4196.17,16.4,PURCHASE,1,3507.99812
OI001043,O000548,P00379,1,29694.26,21.9,PURCHASE,1,23191.21706
OI001044,O000220,P00112,3,7768.05,36.7,PURCHASE,3,14751.526950000001
OI001045,O000659,P00302,4,2895.14,36.9,PURCHASE,4,7307.33336
OI001046,O000257,P00406,5,18910.3,30.4,PURCHASE,5,65807.844
OI001047,O000555,P00086,1,14737.53,39.7,PURCHASE,1,8886.73059
OI001048,O000103,P00046,5,27751.85,11.1,PURCHASE,5,123356.97325
OI001049,O000366,P00386,4,5012.4,29.6,PURCHASE,4,14114.918399999999
OI001050,O000684,P00141,2,4792.93,29.5,PURCHASE,2,6758.0313000000015
OI001051,O000215,P00102,2,1932.13,18.0,PURCHASE,2,3168.6932000000006
OI001052,O000744,P00468,2,22722.02,30.4,PURCHASE,2,31629.05184
OI001053,O000705,P00033,2,327.92,15.0,PURCHASE,2,557.464
OI001054,O000431,P00056,1,6432.38,6.1,PURCHASE,1,6040.00482
OI001055,O000171,P00137,5,26526.48,21.2,PURCHASE,5,104514.3312
OI001056,O000600,P00169,4,29916.81,21.3,PURCHASE,4,94178.11788
OI001057,O000436,P00089,5,13407.77,12.6,PURCHASE,5,58591.954900000004
OI001058,O000791,P00428,1,8936.47,30.9,PURCHASE,1,6175.10077
OI001059,O000596,P00060,2,6969.16,28.0,PURCHASE,2,10035.5904
OI001060,O000491,P00203,5,24519.46,2.1,PURCHASE,5,120022.75669999998
OI001061,O000130,P00124,1,18246.35,35.4,PURCHASE,1,11787.1421
OI001062,O000348,P00269,5,7908.09,22.0,PURCHASE,5,30841.551
OI001063,O000503,P00436,2,23721.84,28.0,PURCHASE,2,34159.4496
OI001064,O000453,P00037,4,16447.12,29.5,PURCHASE,4,46380.8784
OI001065,O000283,P00434,-3,22987.84,31.2,RETURN,3,-47446.90176
