order_item_id,order_id,product_id,quantity,unit_price,discount_percent
OI001164,O000621,P00173,5,18922.53,25.9
OI001165,O000559,P00260,4,22560.11,1.4
OI001166,O000184,P00121,5,11775.84,7.8
OI001167,O000027,P00479,5,11475.4,3.1
OI001168,O000680,P00499,4,16012.7,15.4
OI001169,O000447,P00259,4,4702.07,33.4
OI001170,O000506,P00384,1,16011.01,132.5
OI001171,O000244,P00189,1,26502.31,26.5
OI001172,O000400,P00196,5,13753.4,1.5
OI001173,O000555,P00091,3,8122.84,7.3
OI001174,O000404,P00101,2,24475.27,11.8
OI001175,O000137,P00350,5,25417.62,31.6
OI001176,O000200,P00280,5,10271.56,6.6
OI001177,O000336,P00096,5,21700.38,37.3
OI001178,O000399,P00086,5,28387.34,8.9
OI001179,O000623,P00401,3,25827.46,37.6
OI001180,O000379,P00188,1,14740.0,10.5
OI001181,O000333,P00009,5,14684.27,27.2
OI001182,O000199,P00157,5,20295.26,20.5
OI001183,O000116,P00468,4,5027.97,8.0
OI001184,O000242,P00138,1,10990.29,15.8
OI001185,O000111,P00168,3,6576.22,6.9
OI001186,O000430,P00244,5,23984.23,17.9
OI001187,O000636,P00137,2,19335.03,4.4
OI001188,O000037,P00398,3,11549.68,21.2
OI001189,O000537,P00243,5,22001.8,5.3
OI001190,O000133,P00121,5,25707.96,13.9
OI001191,O000339,P00286,4,28670.83,34.6
OI001192,O000773,P00231,5,9029.64,6.7
OI001193,O000346,P00380,3,10252.13,23.5
OI001194,O000325,P00404,5,15110.73,12.2
OI001195,O000085,P00416,4,859.33,37.3
OI001196,O000160,P00411,3,6964.24,25.9
OI001197,O000135,P00330,1,26067.7,2.8
OI001198,O000035,P00268,2,12827.92,29.5
OI001199,O000292,P00436,5,11553.72,23.5
OI001200,O000512,P00494,2,26976.18,31.6
OI001201,O000424,P00077,1,25394.3,39.4
OI001202,O000295,P00108,1,24181.0,6.9
OI001203,O000755,P00069,2,3876.23,24.3
OI001204,O000642,P00157,5,11376.97,0.3
OI001205,O000269,P00251,2,16627.11,13.8
OI001206,O000414,P00266,1,5390.54,7.2
OI001207,O000267,P00383,3,8042.35,5.4
OI001208,O000034,P00167,2,15376.75,31.0
OI001209,O000674,P00284,2,11835.62,22.0
OI001210,O000124,P00331,4,13769.29,8.6
OI001211,O000223,P00475,5,29001.94,38.3
OI001212,O000177,P00080,5,27298.28,8.6
OI001213,O000104,P00376,4,19751.69,23.4
OI001214,O000564,P00074,2,9820.57,14.5
OI001215,O000554,P00105,3,9311.04,16.7
OI001216,O000755,P00381,4,24266.43,11.6
OI001217,O000268,P00444,3,28597.01,19.9
OI001218,O000458,P00310,5,5685.16,7.0
OI001219,O000253,P00342,5,15857.3,19.9
OI001220,O000335,P00071,5,28379.55,20.8
OI001221,O000692,P00386,1,10992.79,29.2
OI001222,O000193,P00089,1,8032.82,22.2
OI001223,O000477,P00266,5,17110.75,14.0
OI001224,O000722,P00450,3,10785.19,9.5
OI001225,O000769,P00405,1,8416.09,12.1
OI001226,O000587,P00438,5,13860.42,13.9
OI001227,O000746,P00293,-1,4561.54,23.1
OI001228,O000601,P00384,3,2865.0,8.0
OI001229,O000524,P00099,1,5970.35,0.2
OI001230,O000216,P00352,5,18300.05,4.6
OI001231,O000750,P00078,1,3630.57,27.5
OI001232,O000478,P00386,2,18214.54,29.8
OI001233,O000413,P00054,2,1351.35,24.7
OI001234,O000352,P00339,5,27978.83,7.9
OI001235,O000038,P00151,5,11470.48,8.3
OI001236,O000667,P00449,3,3198.52,30.6
OI001237,O000292,P00012,5,18797.92,5.6
OI001238,O900006,P00069,2,11329.75,0.7
OI001239,O000376,P00496,3,25205.42,2.6
OI001240,O000220,P00367,5,3933.28,27.8
OI001241,O000100,P00118,4,8336.31,17.0
OI001242,O000376,P00199,3,3996.97,33.9
OI001243,O000761,P00399,-2,29703.99,37.2
OI001244,O000166,P00246,2,8410.13,6.7
OI001245,O000739,P00494,1,25872.73,0.9
OI001246,O000289,P00272,1,7905.75,34.6
OI001247,O000658,P00004,2,26006.98,1.3
OI001248,O000372,P00465,4,16976.41,30.7
OI001249,O000316,P00319,1,17744.67,31.1
OI001250,O000177,P00485,2,25263.2,5.5
OI001251,O000003,P00057,1,23097.79,31.9
OI001252,O000028,P00413,4,3101.28,15.9
OI001253,O000166,P00217,5,492.56,3.9
OI001254,O000110,P00076,5,21621.8,39.0
OI001255,O000201,P00261,1,3139.83,2.2
OI001256,O000049,P00417,3,15967.75,11.0
OI001257,O000180,P00059,-2,16997.42,7.3
OI001258,O000364,P00229,4,17925.19,19.8
OI001259,O000342,P00102,2,4781.88,32.4
OI001260,O000448,P00456,4,4552.52,14.1
OI001261,O000142,P00359,-4,1821.67,10.6
OI001262,O000339,P00321,-5,2127.56,4.7
OI001263,O000479,P00064,3,22495.78,10.5
OI001264,O000566,P00035,5,25751.82,25.2
OI001265,O900004,P00342,1,5246.41,10.2
OI001266,O000604,P00153,5,27884.9,15.8
OI001267,O000655,P00115,1,17750.48,27.4
OI001268,O000570,P00384,3,27251.47,38.2
OI001269,O000051,P00249,4,7522.43,33.2
OI001270,O000216,P00378,5,17894.13,23.3
OI001271,O000457,P00414,1,24694.12,10.6
OI001272,O000677,P00072,1,1624.33,18.4
OI001273,O000109,P00046,4,4834.92,26.6
OI001274,O000643,P00133,1,27067.9,21.8
OI001275,O000379,P00351,5,17904.67,35.4
OI001276,O000151,P00460,1,13389.26,0.9
OI001277,O000602,P00494,3,15295.7,32.6
OI001278,O000409,P00458,3,4233.4,30.3
OI001279,O000365,P00268,5,7070.82,39.3
OI001280,O000012,P00277,2,868.22,21.6
OI001281,O000683,P00048,2,11469.47,3.4
OI001282,O000664,P00343,1,15375.86,20.0
OI001283,O000170,P00308,4,15190.13,18.5
OI001284,O000687,P00477,4,1595.76,1.7
OI001285,O000265,P00464,1,12763.33,14.2
OI001286,O000658,P00128,2,20258.35,32.3
OI001287,O000741,P00194,3,27937.2,23.2
OI001288,O000657,P00204,2,1450.51,24.2
OI001289,O000625,P00193,4,21638.61,37.4
OI001290,O000524,P00160,2,447.3,22.4
OI001291,O000365,P00297,2,12258.27,21.7
OI001292,O000588,P00492,2,12063.9,27.9
OI001293,O000447,P00071,3,4625.03,39.5
OI001294,O000070,P00218,1,1995.96,12.0
OI001295,O000601,P00459,2,22689.18,24.0
OI001296,O000210,P00366,4,6478.98,28.8
OI001297,O000255,P00023,3,15380.2,16.0
OI001298,O000170,P00185,3,14918.2,10.5
OI001299,O000666,P00017,2,8280.64,31.5
OI001300,O000482,P00387,4,27947.6,2.6
OI001301,O000609,P00276,5,18951.56,21.9
OI001302,O000411,P00237,5,8217.81,17.7
OI001303,O000108,P00404,2,18714.17,36.8
OI001304,O000560,P00217,5,18560.46,36.6
OI001305,O000714,P00317,5,27916.26,15.2
OI001306,O000093,P00168,3,29369.0,32.1
OI001307,O000139,P00370,5,1851.78,27.5
OI001308,O000714,P00476,4,1430.2,4.5
OI001309,O000746,P00032,2,16180.74,30.9
OI001310,O000322,P00128,4,19463.79,4.0
OI001311,O000614,P00029,4,1569.64,23.8
OI001312,O000140,P00153,5,7581.51,1.9
OI001313,O000699,P00443,3,22242.75,22.3
OI001314,O000052,P00168,4,529.22,31.6
OI001315,O000373,P00251,4,26784.66,22.8
OI001316,O000327,P00494,2,15242.01,24.3
OI001317,O000379,P00133,4,23520.05,34.2
OI001318,O000718,P00149,1,19015.46,24.1
OI001319,O000010,P00356,4,5683.47,7.0
OI001320,O000463,P00220,4,14271.06,16.0
OI001321,O000400,P00015,1,8499.83,39.3
OI001322,O000516,P00418,3,15560.38,15.5
OI001323,O000550,P00008,1,15536.48,15.8
OI001324,O000131,P00101,1,17906.18,37.7
OI001325,O000014,P00477,3,29827.06,16.3
OI001326,O000436,P00039,2,27593.7,2.1
OI001327,O000778,P00453,4,12959.5,27.9
OI001328,O000546,P00025,4,29213.72,25.4
OI001329,O000527,P00090,3,20185.3,27.8
OI001330,O000260,P00186,3,20307.04,17.2
OI001331,O000668,P00240,3,26109.12,33.8
OI001332,O000199,P00079,4,16164.28,30.6
OI001333,O000636,P00376,1,27044.99,15.9
OI001334,O000661,P00329,2,1018.08,34.7
OI001335,O000174,P00420,1,10673.54,0.5
OI001336,O000069,P00311,4,24818.38,10.2
OI001337,O000396,P00312,2,16405.03,33.2
OI001338,O000339,P00435,2,453.28,34.3
OI001339,O000759,P00054,5,26190.35,17.6
OI001340,O000069,P00432,4,5250.27,10.2
OI001341,O000268,P00135,4,15998.94,32.8
OI001342,O000487,P00309,5,21166.85,22.1
OI001343,O000774,P00467,3,17913.12,5.9
OI001344,O000677,P00131,5,24136.76,22.7
OI001345,O000527,P00398,2,22953.59,24.0
OI001346,O000493,P00297,2,3229.16,33.6
OI001347,O000239,P00019,1,29596.22,21.6
OI001348,O000180,P00138,2,24966.08,25.9
OI001349,O000242,P00122,5,4613.34,4.5
OI001350,O000031,P00201,2,17040.78,39.3
OI001351,O000051,P00365,5,6441.52,5.8
OI001352,O000190,P00118,2,586.7,27.7
OI001353,O000118,P00024,1,18978.23,26.9
OI001354,O000493,P00367,4,16477.46,32.7
OI001355,O000096,P00148,1,7133.43,22.1
OI001356,O000657,P00484,1,22678.0,31.4
OI001357,O000785,P00439,5,5930.12,12.4
OI001358,O000693,P00405,1,6036.82,30.9
OI001359,O000414,P00469,-2,24539.36,11.2
OI001360,O000389,P00225,1,27097.89,1.8
OI001361,O000400,P00217,3,489.95,25.9
OI001362,O000089,P00363,1,26765.09,37.7
OI001363,O900008,P00278,3,18462.14,36.9
OI001364,O000481,P00022,5,11081.8,22.5
OI001365,O000208,P00151,5,16075.45,22.7
OI001366,O000622,P00236,1,16244.07,22.3
OI001367,O000122,P00242,5,19846.31,19.4
OI001368,O000380,P00412,5,10954.34,33.8
OI001369,O000024,P00355,5,766.08,3.5
OI001370,O000368,P00233,5,24948.01,7.5
OI001371,O000567,P00438,1,29413.93,22.9
OI001372,O000473,P00185,3,29148.31,4.7
OI001373,O000093,P00344,2,11614.39,7.4
OI001374,O000661,P00283,2,18295.69,23.7
OI001375,O000182,P00084,2,14378.09,20.5
OI001376,O000725,P00452,3,11056.6,36.6
OI001377,O000698,P00151,3,25066.75,12.8
OI001378,O000592,P00073,2,11078.35,33.2
OI001379,O000752,P00026,1,6664.76,28.2
OI001380,O000055,P00236,2,4166.77,33.9
OI001381,O000167,P00471,5,26633.98,35.4
OI001382,O000498,P00267,5,20696.53,28.7
OI001383,O000430,P00038,4,16313.12,37.2
OI001384,O900002,P00031,3,19280.26,30.1
OI001385,O000381,P00500,1,25330.83,35.4
OI001386,O000089,P00162,2,22451.19,1.7
OI001387,O000452,P00028,5,1411.12,18.5
OI001388,O000697,P00008,1,7767.13,28.0
OI001389,O000517,P00294,3,9884.14,11.7
OI001390,O000582,P00268,4,16704.45,8.5
OI001391,O000610,P00132,3,23003.13,16.5
OI001392,O000739,P00264,2,6145.32,12.4
OI001393,O000790,P00372,1,10035.48,6.1
OI001394,O000413,P00114,2,26782.82,8.5
OI001395,O000369,P00225,3,26451.14,9.7
OI001396,O000543,P00031,4,29372.51,17.4
OI001397,O000603,P00281,2,29894.03,35.6
OI001398,O000561,P00156,2,6912.76,36.8
OI001399,O000306,P00208,2,9992.36,2.1
OI001400,O000722,P00026,4,18634.25,14.1
OI001401,O000211,P00290,2,391.02,1.4
OI001402,O000333,P00055,1,21025.13,29.2
OI001403,O000240,P00052,1,13934.72,20.3
OI001404,O000704,P00010,2,8918.46,37.7
OI001405,O000720,P00091,2,12243.07,24.8
OI001406,O000275,P00358,1,29946.51,35.7
OI001407,O000322,P00402,5,28863.17,0.4
OI001408,O000717,P00471,1,3418.71,8.6
OI001409,O000356,P00495,5,19048.12,24.7
OI001410,O000505,P00052,4,25351.29,18.5
OI001411,O000726,P00381,5,19353.01,36.5
OI001412,O000050,P00005,4,20358.4,8.6
OI001413,O000209,P00354,5,8395.28,5.0
OI001414,O000047,P00260,5,22833.48,2.6
OI001415,O000097,P00490,2,10170.64,24.6
OI001416,O000368,P00178,2,20612.14,13.6
OI001417,O000035,P00031,4,17124.9,23.1
OI001418,O000439,P00483,5,16447.39,28.7
OI001419,O000713,P00459,2,15078.52,27.8
OI001420,O000224,P00340,2,8740.38,23.2
OI001421,O000231,P00011,1,13808.44,30.4
OI001422,O000009,P00112,2,24870.42,2.9
OI001423,O000262,P00067,4,3262.46,21.5
OI001424,O000192,P00339,5,4568.6,31.6
OI001425,O000072,P00008,1,19330.22,35.7
OI001426,O000251,P00003,5,12478.74,10.1
OI001427,O000120,P00046,4,6676.33,5.4
OI001428,O000695,P00172,4,26306.07,22.5
OI001429,O000332,P00439,5,2723.03,23.7
OI001430,O000172,P00203,1,25310.61,16.8
OI001431,O000009,P00453,2,10676.32,7.5
OI001432,O000026,P00356,5,27229.19,4.6
OI001433,O000232,P00366,-5,5752.45,28.0
OI001434,O000623,P00372,2,27216.44,21.0
OI001435,O000501,P00371,1,17009.75,17.3
OI001436,O000217,P00275,3,16562.97,29.2
OI001437,O000475,P00354,4,20752.88,15.3
OI001438,O000769,P00396,3,14414.63,30.6
OI001439,O000069,P00281,4,4721.74,36.3
OI001440,O000522,P00142,3,9398.65,2.1
OI001441,O000173,P00370,4,1713.83,22.0
OI001442,O000641,P00475,2,28370.88,2.4
OI001443,O000286,P00336,2,27744.19,34.4
OI001444,O000369,P00296,5,21062.91,26.9
OI001445,O000131,P00019,2,8382.25,28.6
OI001446,O000134,P00368,4,25529.55,5.1
OI001447,O000736,P00100,1,22803.19,20.1
OI001448,O000417,P00130,4,20497.24,33.0
OI001449,O000237,P00479,4,10740.18,36.1
OI001450,O000136,P00394,1,19587.66,39.6
OI001451,O000703,P00381,1,11405.79,24.3
OI001452,O000768,P00490,5,28328.96,1.2
OI001453,O000555,P00421,3,11674.27,6.5
OI001454,O000208,P00481,1,518.36,2.2
OI001455,O000428,P00431,4,22618.97,35.6
OI001456,O000157,P00044,5,11872.12,14.5
OI001457,O000782,P00402,3,1181.71,38.6
OI001458,O000314,P00310,2,17069.83,13.8
OI001459,O000172,P00233,2,5151.4,5.4
OI001460,O000303,P00496,2,23596.33,26.6
OI001461,O000671,P00285,3,4624.04,27.2
OI001462,O000041,P00274,4,17864.14,27.5
OI001463,O000418,P00076,2,27232.45,28.4
OI001464,O000390,P00135,2,10231.18,9.6
OI001465,O000289,P00485,4,5681.1,14.6
OI001466,O000231,P00126,3,28485.98,1.4
OI001467,O000724,P00428,3,15917.16,16.2
OI001468,O000379,P00443,4,11773.09,27.6
OI001469,O000465,P00206,5,21644.51,39.6
OI001470,O000651,P00172,2,7273.88,14.8
OI001471,O000403,P00198,5,11531.0,32.3
OI001472,O000130,P00041,2,11161.18,21.4
OI001473,O000634,P00470,3,24461.5,7.4
OI001474,O000381,P00295,4,25342.76,7.3
OI001475,O000465,P00446,3,11101.49,28.7
OI001476,O000395,P00063,3,20064.17,10.6
OI001477,O000162,P00482,4,9099.82,12.7
OI001478,O000058,P00232,5,19767.79,18.3
OI001479,O000019,P00016,5,21953.03,19.8
OI001480,O000172,P00073,1,21923.69,17.9
OI001481,O000326,P00081,2,29086.88,11.2
OI001482,O000518,P00409,4,25339.83,26.0
OI001483,O000510,P00100,2,28019.39,27.1
OI001484,O000350,P00449,2,13396.82,18.1
OI001485,O000332,P00209,2,201.82,11.1
OI001486,O000782,P00323,3,24428.77,37.3
OI001487,O000377,P00167,5,1464.35,1.0
OI001488,O000183,P00374,2,5670.63,18.5
OI001489,O000436,P00014,5,29033.02,27.7
OI001490,O000782,P00204,5,20854.42,19.8
OI001491,O000125,P00102,4,10596.83,6.2
OI001492,O000739,P00014,5,17310.84,25.2
OI001493,O000131,P00369,3,10632.24,35.7
OI001494,O000241,P00076,2,20827.43,32.6
OI001495,O000535,P00309,5,8691.15,34.1
OI001496,O000228,P00401,3,6876.45,17.1
OI001497,O000481,P00204,1,16581.69,18.4
OI001498,O000510,P00404,1,24227.08,33.2
OI001499,O000015,P00252,1,3083.32,25.8
OI001500,O000228,P00458,5,19000.39,7.3
OI001501,O000683,P00407,4,22885.14,21.4
OI001502,O000206,P00167,4,4017.62,8.4
OI001503,O000708,P00079,2,27597.32,20.3
OI001504,O000300,P00130,2,29712.65,34.3
OI001505,O000681,P00351,2,28754.79,16.2
OI001506,O000633,P00173,2,1574.34,15.6
OI001507,O000740,P00246,2,19467.85,21.3
OI001508,O000504,P00142,1,288.76,26.8
OI001509,O000313,P00396,1,9786.37,0.5
OI001510,O000395,P00090,4,15310.67,11.5
OI001511,O000738,P00243,3,9483.55,11.1
OI001512,O000258,P00292,1,28109.83,26.4
OI001513,O000738,P00138,1,23016.17,26.9
OI001514,O000584,P00478,1,11341.66,39.4
OI001515,O000509,P00184,2,24122.5,32.4
OI001516,O000163,P00342,1,26019.63,19.8
OI001517,O000154,P00158,1,17190.05,30.1
OI001518,O000414,P00237,5,13671.71,1.5
OI001519,O000076,P00085,4,14567.79,3.2
OI001520,O000136,P00225,4,946.72,38.4
OI001521,O000548,P00319,4,12668.66,9.5
OI001522,O000647,P00351,5,20978.68,12.4
OI001523,O000789,P00196,3,1023.23,20.5
OI001524,O000343,P00094,2,1465.85,4.8
OI001525,O000794,P00179,4,8241.39,11.3
OI001526,O000291,P00246,1,135.6,16.8
OI001527,O000317,P00279,4,9002.54,17.9
OI001528,O000092,P00215,2,10492.01,27.6
OI001529,O000034,P00012,4,9510.57,8.8
OI001530,O000396,P00500,3,18532.12,38.5
OI001531,O000651,P00290,3,20908.77,8.9
OI001532,O000608,P00239,1,10557.96,6.5
OI001533,O000212,P00219,3,2443.06,12.6
OI001534,O000574,P00431,5,18390.55,13.9
OI001535,O000254,P00153,3,26252.3,37.7
OI001536,O000727,P00132,1,9230.04,4.9
OI001537,O000251,P00386,5,21200.05,34.3
OI001538,O000232,P00295,3,7987.45,21.0
OI001539,O000575,P00088,2,17840.3,20.0
OI001540,O000741,P00479,2,20103.33,21.3
OI001541,O000277,P00052,2,29023.41,39.9
OI001542,O000063,P00354,2,14414.24,1.7
OI001543,O000532,P00179,2,21321.69,16.5
OI001544,O000136,P00440,2,403.8,12.1
OI001545,O000391,P00476,1,18367.06,22.7
OI001546,O000755,P00448,3,23385.68,8.2
OI001547,O000403,P00443,3,17887.68,7.6
OI001548,O000483,P00494,1,12964.3,32.2
OI001549,O000071,P00134,3,5755.66,27.8
OI001550,O000075,P00115,5,1536.93,8.2
OI001551,O000418,P00081,2,7534.96,12.4
OI001552,O000213,P00336,-1,7036.52,18.0
OI001553,O000710,P00346,4,16254.14,1.1
OI001554,O000667,P00161,2,8489.34,30.1
OI001555,O000670,P00046,4,8652.79,18.6
OI001556,O000213,P00431,3,6928.59,31.8
OI001557,O000168,P00083,5,8481.89,15.6
OI001558,O000748,P00447,2,4090.95,39.8
OI001559,O000140,P00009,2,17251.15,4.3
OI001560,O900001,P00113,2,14106.54,2.7
OI001561,O000439,P00402,4,24491.97,17.5
OI001562,O000625,P00313,3,9524.14,35.9
OI001563,O000380,P00108,1,27114.99,36.4
OI001564,O000265,P00418,4,968.4,10.8
OI001565,O000048,P00066,5,2136.23,38.9
OI001566,O000790,P00009,1,4975.02,6.5
OI001567,O000383,P00030,4,21694.15,36.7
OI001568,O000474,P00374,1,14340.98,25.4
OI001569,O000424,P00055,5,18061.53,34.5
OI001570,O000369,P00328,5,26184.68,17.6
OI001571,O000152,P00174,5,2016.26,6.2
OI001572,O000599,P00401,3,22771.66,11.3
OI001573,O000758,P00076,2,18853.31,18.1
OI001574,O000191,P00052,2,29381.86,4.8
OI001575,O000242,P00357,3,16628.69,32.3
OI001576,O000076,P00233,1,14593.46,27.7
OI001577,O000613,P00078,3,29151.57,24.7
OI001578,O000326,P00377,1,5262.64,5.7
OI001579,O000261,P00128,2,5535.46,0.9
OI001580,O000116,P00193,2,9683.03,32.4
OI001581,O000197,P00466,2,145.08,21.6
OI001582,O000302,P00155,4,25022.06,12.2
OI001583,O000614,P00298,-3,13992.29,32.2
OI001584,O000700,P00194,5,2234.01,30.6
OI001585,O000459,P00255,3,27122.84,15.9
OI001586,O000613,P00380,3,8113.42,18.1
OI001587,O000175,P00082,3,624.35,3.2
OI001588,O000146,P00415,5,19658.18,22.9
OI001589,O000293,P00060,1,25954.09,37.2
OI001590,O000606,P00163,3,21063.83,16.1
OI001591,O000738,P00416,2,5253.58,24.9
OI001592,O000185,P00022,4,10123.21,10.4
OI001593,O000565,P00174,1,21743.16,8.9
OI001594,O000045,P00140,5,25544.64,28.2
OI001595,O000086,P00091,2,24882.19,31.3
OI001596,O000679,P00467,1,16195.96,34.8
OI001597,O000412,P00153,1,17527.19,21.2
OI001598,O000399,P00159,3,25131.43,26.9
OI001599,O000584,P00476,5,14985.06,25.5
OI001600,O000534,P00168,4,8524.89,34.8
OI001601,O000122,P00306,4,6609.57,26.3
OI001602,O000447,P00415,2,5879.91,0.7
OI001603,O000168,P00314,3,23895.55,4.5
OI001604,O000582,P00396,1,25894.76,17.9
OI001605,O000625,P00305,5,20750.58,3.9
OI001606,O000114,P00377,-5,6658.27,17.3
OI001607,O000764,P00087,1,10500.28,7.9
OI001608,O000558,P00203,2,215.08,25.3
OI001609,O000251,P00454,5,16540.02,0.1
OI001610,O000428,P00432,5,23372.77,30.7
OI001611,O000547,P00358,4,13775.92,17.4
OI001612,O000570,P00456,2,15097.89,35.7
OI001613,O000209,P00110,4,22434.82,20.2
OI001614,O000556,P00468,4,13700.79,9.9
OI001615,O000112,P00001,1,19948.34,31.6
OI001616,O000624,P00079,1,25489.55,29.2
OI001617,O000473,P00378,5,1992.69,19.1
OI001618,O000718,P00011,4,14520.13,15.4
OI001619,O000645,P00371,3,5094.74,25.4
OI001620,O000670,P00417,3,2344.3,5.1
OI001621,O000120,P00236,5,10635.06,23.7
OI001622,O000253,P00278,3,14974.61,29.4
OI001623,O000750,P00078,4,20908.34,32.9
OI001624,O000627,P00446,3,2916.6,12.9
OI001625,O000608,P00290,2,6783.12,10.9
OI001626,O000783,P00228,3,17422.01,24.3
OI001627,O000147,P00392,5,17748.94,39.9
OI001628,O000634,P00203,-4,215.03,31.3
OI001629,O000510,P00131,5,18572.43,22.8
OI001630,O000522,P00100,5,25424.7,4.5
OI001631,O000470,P00266,3,22018.98,21.5
OI001632,O000300,P00398,5,8030.11,12.6
OI001633,O000656,P00264,4,9867.34,6.8
OI001634,O000168,P00205,2,1268.63,16.0
OI001635,O000019,P00431,5,16085.77,10.1
OI001636,O000001,P00285,5,5779.62,26.6
OI001637,O000683,P00418,5,18603.75,29.5
OI001638,O000109,P00284,3,25978.26,0.6
OI001639,O000380,P00469,1,6464.34,27.2
OI001640,O000413,P00053,5,23378.77,14.2
OI001641,O000367,P00199,3,7905.67,22.6
OI001642,O000681,P00433,3,17127.52,20.1
OI001643,O000020,P00335,1,4943.66,35.1
OI001644,O000647,P00385,2,26667.81,4.9
OI001645,O000311,P00487,3,17899.65,1.7
OI001646,O000433,P00287,4,11289.33,12.0
OI001647,O000797,P00065,1,10391.37,23.9
OI001648,O000436,P00394,2,25667.74,5.0
OI001649,O000651,P00332,3,979.05,20.0
OI001650,O000555,P00148,3,6762.84,17.5
OI001651,O000238,P00274,2,14724.06,3.3
OI001652,O000357,P00112,1,24884.09,36.0
OI001653,O000404,P00066,2,27922.5,2.7
OI001654,O000798,P00328,2,13953.1,6.3
OI001655,O000559,P00375,2,16714.98,28.5
OI001656,O000186,P00300,3,25266.77,5.6
OI001657,O000119,P00258,3,18486.94,17.9
OI001658,O000542,P00437,1,18018.66,10.3
OI001659,O000236,P00392,3,10763.0,5.6
OI001660,O000762,P00437,3,23705.17,18.4
OI001661,O000585,P00236,2,25437.42,24.1
OI001662,O000523,P00274,1,3831.87,8.7
OI001663,O000705,P00103,2,15682.85,24.0
OI001664,O000526,P00243,5,5334.97,36.5
OI001665,O000492,P00279,4,8628.71,22.2
OI001666,O000321,P00093,1,9241.31,13.1
OI001667,O000747,P00116,4,23549.04,2.0
OI001668,O000365,P00218,4,8448.57,15.3
OI001669,O000761,P00194,2,11984.97,37.3
OI001670,O000406,P00070,5,7782.88,15.0
OI001671,O000350,P00027,5,17616.53,1.2
OI001672,O000610,P00284,3,17365.44,21.3
OI001673,O000726,P00175,2,2641.03,23.8
OI001674,O000295,P00088,3,22110.06,20.6
OI001675,O000687,P00315,4,13197.41,22.4
OI001676,O000503,P00169,5,15644.99,37.8
OI001677,O000053,P00092,2,22381.25,18.5
OI001678,O000679,P00434,1,9047.27,21.6
OI001679,O000463,P00461,1,27794.28,30.0
OI001680,O000269,P00474,3,23718.24,31.8
OI001681,O000164,P00268,4,3233.85,7.3
OI001682,O000541,P00258,3,25482.75,4.6
OI001683,O000504,P00428,5,28363.27,13.5
OI001684,O000756,P00408,5,26007.34,33.7
OI001685,O000108,P00228,4,11175.16,5.9
OI001686,O000600,P00107,2,11272.7,25.1
OI001687,O000552,P00385,1,13993.92,30.0
OI001688,O000200,P00065,-4,22357.95,4.9
OI001689,O000011,P00128,5,17247.81,19.0
OI001690,O000358,P00063,2,1363.65,2.4
OI001691,O000104,P00439,5,1377.22,13.1
OI001692,O000732,P00237,2,27182.73,37.3
OI001693,O000211,P00195,4,13252.14,8.7
OI001694,O000411,P00291,2,7335.64,24.7
OI001695,O000558,P00165,4,19022.79,11.7
OI001696,O000343,P00441,4,7258.32,19.5
OI001697,O000119,P00052,4,11847.33,27.2
OI001698,O000521,P00467,2,5533.15,1.1
OI001699,O000785,P00333,4,10359.15,10.0
OI001700,O000262,P00132,1,20520.43,3.1
OI001701,O000714,P00237,3,6221.66,21.4
OI001702,O000420,P00425,3,11261.82,5.0
OI001703,O000002,P00070,4,347.35,5.7
OI001704,O000522,P00447,1,7848.98,10.8
OI001705,O000236,P00304,3,27804.29,23.0
OI001706,O000508,P00206,3,25830.85,26.4
OI001707,O000004,P00292,2,16143.77,34.3
OI001708,O000784,P00139,3,10583.09,34.2
OI001709,O000337,P00276,4,14779.7,18.1
OI001710,O000436,P00413,5,29555.07,31.6
OI001711,O000278,P00398,1,28418.62,23.6
OI001712,O000520,P00253,2,13351.31,29.9
OI001713,O000240,P00110,4,14299.4,0.6
OI001714,O000009,P00310,1,3470.24,38.1
OI001715,O000430,P00497,1,3918.72,5.3
OI001716,O000041,P00474,3,25436.73,34.5
OI001717,O000036,P00371,3,4105.12,10.7
OI001718,O000725,P00354,4,25182.08,10.9
OI001719,O000381,P00400,2,19333.07,2.4
OI001720,O000102,P00489,2,8383.73,38.1
OI001721,O000572,P00244,2,29490.61,34.6
OI001722,O000182,P00192,1,25275.26,31.7
OI001723,O000711,P00331,2,3080.4,21.3
OI001724,O000313,P00196,5,20657.51,8.6
OI001725,O000409,P00230,2,27906.02,31.2
OI001726,O000243,P00201,4,2195.35,14.4
OI001727,O000032,P00006,3,18186.96,1.2
OI001728,O000342,P00490,5,877.31,18.5
OI001729,O000771,P00399,1,5232.79,3.7
OI001730,O000580,P00022,5,2359.56,15.6
OI001731,O000260,P00162,3,23791.18,40.0
OI001732,O000071,P00243,1,9261.16,16.3
OI001733,O000231,P00389,3,23616.9,36.1
OI001734,O000664,P00204,1,5514.4,36.5
OI001735,O000751,P00468,1,9222.22,32.9
OI001736,O000185,P00193,-5,20264.65,16.8
OI001737,O000231,P00473,2,2459.19,18.6
OI001738,O000025,P00497,2,10413.9,27.7
OI001739,O000392,P00019,2,17291.68,4.4
OI001740,O000094,P00088,4,12197.64,30.3
OI001741,O000549,P00454,4,16724.48,31.6
OI001742,O000432,P00065,2,29973.91,36.3
OI001743,O000468,P00133,1,6998.57,32.8
OI001744,O000579,P00057,5,8818.12,33.9
OI001745,O000045,P00026,4,21810.38,21.2
